DYNAMIXEL Graph,2
AX-12A,12
ItemCount,1
Present Position,#ffff00,0,1,0
Time[ms],Present Position
0,1
96,1
208,1
304,1
336,1
368,1
384,1
400,1
416,1
448,1
464,1
480,1
496,1
528,1
544,1
576,1
608,1
624,1
640,1
656,1
704,1
720,1
768,1
784,1
800,1
816,1
848,1
864,1
880,1
896,1
928,1
944,1
959,1
976,1
1007,1
1023,1
1040,1
1071,1
1088,1
1104,1
1120,1
1135,1
1167,1
1183,1
1200,1
1216,1
1248,1
1264,1
1280,1
1295,1
1328,1
1343,1
1360,1
1391,1
1407,1
1423,1
1440,1
1456,1
1488,1
1503,1
1520,1
1536,1
1568,1
1583,1
1600,1
1632,1
1648,1
1664,1
1680,1
1695,1
1728,1
1743,1
1760,1
1775,1
1807,1
1823,1
1840,1
1856,1
1888,1
1904,1
1936,3
1968,13
1983,31
2000,51
2016,75
2048,97
2063,124
2079,148
2095,176
2127,202
2143,228
2159,254
2175,281
2208,306
2223,332
2240,360
2256,385
2288,413
2304,439
2320,464
2336,489
2368,510
2384,517
2400,517
2415,510
2448,502
2464,497
2480,495
2496,495
2527,497
2543,498
2560,499
2575,498
2607,498
2623,498
2639,498
2672,498
2687,498
2704,498
2719,498
2736,498
2768,498
2784,498
2799,498
2815,498
2847,498
2864,498
2880,498
2928,498
2943,498
2976,498
3007,498
3023,498
3040,498
3056,498
3088,498
3104,498
3119,498
3152,498
3167,498
3183,498
3199,498
3216,498
3248,498
3263,498
3279,498
3296,500
3328,498
3343,498
3360,498
3407,498
3423,498
3440,498
3487,498
3504,498
3520,498
3536,498
3584,498
3600,498
3615,498
3647,498
3664,498
3679,498
3695,498
3727,498
3744,498
3759,498
3791,498
3808,498
3823,498
3839,498
3871,498
3887,498
3903,498
3919,498
3952,498
3967,498
3983,498
3999,498
4048,498
4064,498
4079,498
4127,498
4143,498
4159,498
4191,498
4207,498
4223,498
4239,498
71,498
4288,498
4304,498
4336,499
4351,498
4368,498
4384,498
4431,498
4448,498
4464,498
4495,498
499
4592,498
4608,498
4640,498
4656,498
4672,498
4688,498
