DYNAMIXEL Graph,2
AX-12A,12
ItemCount,1
Present Position,#ffff00,0,1,0
Time[ms],Present Position
0,0
96,0
192,0
304,0
320,0
336,0
368,0
384,0
400,0
416,0
448,0
464,0
480,0
496,0
544,0
560,0
576,0
608,0
624,0
640,0
656,0
688,0
704,0
720,0
736,0
768,0
784,0
800,0
816,0
848,0
864,0
880,0
896,0
928,0
944,0
960,0
976,0
1008,0
1024,0
1041,0
1056,0
1088,0
1104,0
1120,0
1136,0
1168,0
1184,0
1200,0
1216,0
1248,0
1264,0
1280,0
1297,0
1328,0
1344,0
1360,0
1376,0
1424,0
1440,0
1456,0
1488,0
1504,0
1520,0
1536,0
1568,0
1584,0
1600,0
1648,0
1664,0
1680,0
1696,0
1728,0
1744,0
1760,0
1808,0
1824,0
1840,0
1856,0
1888,0
1904,0
1920,0
1936,0
1968,0
1984,0
2000,0
2016,0
2048,0
2064,0
2080,0
2096,0
2128,0
2144,0
2160,0
2208,2
2224,8
2240,24
2256,42
2304,87
2320,107
2336,129
2368,156
2384,179
2400,206
2416,233
2448,261
2464,284
2480,311
2496,335
2528,361
2544,388
2560,415
2576,440
2608,466
2624,494
2640,515
2656,527
2688,529
2704,523
2720,507
2752,494
2768,492
2784,492
2800,497
2816,500
2848,501
2864,501
2880,499
2896,498
2928,497
2944,497
2960,499
2976,500
3008,500
3024,499
3040,499
3056,498
3088,498
3104,498
3120,499
3136,499
3168,499
3184,499
3200,499
3216,499
3248,499
3264,499
3280,499
3296,499
3328,499
3344,499
3360,499
3376,499
3408,499
3424,499
3440,499
3456,499
3488,499
3504,499
3520,499
3536,499
3568,499
3584,499
3600,499
3616,499
3648,499
3664,499
3680,499
3696,499
3728,499
3744,499
3760,499
3776,499
3808,499
3824,499
3840,499
3856,499
3888,499
3904,499
3920,499
3936,499
3968,499
3984,499
4000,499
4016,499
4048,499
4064,499
4080,499
4096,499
4128,499
4144,499
4160,499
4176,499
8
4192,498
4224,498
4240,498
4256,498
